R (pc),Velocity dispersion (km/s),Uncertainty (km/s)
58.219178082191775,9.999999999999996,1.630434782608699
102.73972602739718,7.666666666666664,1.3043478260869534
147.26027397260282,10.22222222222222,1.6304347826086953
171.2328767123288,10.333333333333332,1.7391304347826075
208.9041095890409,8.0,1.304347826086957
243.15068493150693,10.11111111111111,1.739130434782604
267.1232876712329,8.555555555555557,1.4130434782608674
304.79452054794524,8.222222222222221,1.5217391304347796
349.31506849315065,8.444444444444443,1.4130434782608674
376.7123287671231,8.88888888888889,1.6304347826086918
397.2602739726028,8.444444444444443,1.3043478260869534
428.08219178082186,10.333333333333332,1.7391304347826075
479.45205479452056,12.555555555555554,2.17391304347826
582.191780821918,10.555555555555555,1.7391304347826093
739.7260273972604,8.0,1.304347826086957
941.7808219178085,9.22222222222222,1.8478260869565197
